Date,BAC,C,GS,JPM,MS,WFC,^GSPC
2007-01-31,-0.015171644628697134,-0.010233276768521482,0.06603837700965198,0.06192625945419272,0.020094829109279067,0.0180639768539812,0.014059043023177953
2007-02-28,-0.022507170297898504,-0.0773036612842597,-0.049067134917925026,-0.030237275829671284,-0.09505956005365823,-0.03396412371963009,-0.021846175991944383
2007-03-31,0.0037383461376667704,0.019257213217219515,0.024189169165935054,-0.02044940778104687,0.05125488410044987,-0.007781089378068651,0.009979982939206433
2007-04-30,-0.002351992195721575,0.044410087546340016,0.05966885141323819,0.08453499824439437,0.07025746418317103,0.04240468055819502,0.043290690426759815
2007-05-31,0.007286417195927042,0.026432557314388427,0.055853051943437704,-0.00518251631806621,0.012260326253838105,0.013446231970908329,0.032549228707361655
2007-06-30,-0.03589001071042963,-0.058726351401116594,-0.06095709317752229,-0.06521304967749664,-0.013640705740137427,-0.025491560571919814,-0.01781632254788501
2007-07-31,-0.030068130796211734,-0.09202533035539862,-0.1295111688615982,-0.08456322555198004,-0.0791942405742726,-0.03980669038822848,-0.03198187836198829
2007-08-31,0.06874800374017154,0.01839466644298615,-0.0654667551299638,0.011588361254565971,-0.023485366562900123,0.09172523810334732,0.012863572018857905
2007-09-30,0.004495407177524502,-0.004479404293104894,0.23140769335854428,0.02920020724196748,0.01010093531884304,-0.025177753396185998,0.03579400817860079
2007-10-31,-0.03958601581701693,-0.1022072785744138,0.14563989015639023,0.0340857993575121,0.07180776773509123,-0.04519936390180335,0.014822338223554832
2007-11-30,-0.044532588989417476,-0.19487401430837425,-0.0858338641387838,-0.029362274350719253,-0.2161763201146547,-0.037400299203126264,-0.04404341737941575
2007-12-31,-0.09258136380826276,-0.11591624880966944,-0.05113860496516087,-0.04318279902988709,0.007397604379064671,-0.0690722236973581,-0.008628508561297932
2008-01-31,0.07004374191486451,-0.032027995075515125,-0.07044314202693658,0.09544711965678632,-0.0655468238718987,0.1288505458631759,-0.06116343227776988
2008-02-29,-0.09988715081039301,-0.15832441723449142,-0.14993735971508892,-0.1424048850269115,-0.14633184961470724,-0.1334961785952994,-0.03476119273728817
2008-03-31,-0.030041595051070624,-0.09658406982843393,-0.024995593357589385,0.056580699767700526,0.08499585848621649,-0.00444759687157481,-0.005959623397817415
2008-04-30,-0.009759808534081094,0.1797386848017195,0.15923253174319374,0.11847225551125207,0.0695206633315617,0.022336492252875928,0.047546697641229096
2008-05-31,-0.09403342996642527,-0.12264538161917082,-0.07817338734076862,-0.09758603897469509,-0.08991767249200477,-0.06399805866163644,0.01067418170406853
2008-06-30,-0.2843980760320538,-0.23435344488924115,-0.00855912230345679,-0.20209295186021525,-0.18449007170591492,-0.13855615987267778,-0.08596238482631446
2008-07-31,0.3782987984457653,0.13445486635949488,0.054304840743777394,0.19746511497694086,0.10269755915634038,0.2745261644120405,-0.009859371185302779
2008-08-31,-0.053495456829972365,0.016051310410877262,-0.10905179817917765,-0.052670832716332217,0.03419441696932424,0.010897430582906598,0.012190464669121548
2008-09-30,0.14644282982766255,0.08004217038095685,-0.21936958834861076,0.21330200656409626,-0.4366886508519725,0.23984136526422595,-0.09079143354379215
2008-10-31,-0.30942844930669733,-0.3261192425156303,-0.2751389108516775,-0.10988682306043018,-0.23097092371254424,-0.09272575328133525,-0.16942452401777075
2008-11-30,-0.3276790933417546,-0.39267424173495924,-0.14605411571773663,-0.23248489912180348,-0.15569546525004818,-0.14324533933021066,-0.0748490423387097
2008-12-31,-0.1138045004024466,-0.19059098802396135,0.06836307822731791,-0.0041060519952049734,0.08745774417064966,0.02042257788318591,0.007821576633499472
2009-01-31,-0.5326703935911291,-0.46967925900280194,-0.04336985127994697,-0.1810595342622655,0.27866704189622094,-0.3588876326021383,-0.08565734305805428
2009-02-28,-0.3996960529128756,-0.5774648958170412,0.13436419770378305,-0.10427309966597453,-0.03410802064998064,-0.34782177370594203,-0.10993119762019943
2009-03-31,0.7313257501555228,0.6866675406509812,0.16403185154361233,0.16323874040347475,0.16530252612428575,0.1768597972644177,0.08540446199532292
2009-04-30,0.3093840046100713,0.2055334293746971,0.21203480809155373,0.24374532466369248,0.04149040237426527,0.40519651191804895,0.09392507914826331
2009-05-31,0.2620376698459508,0.2196719551266113,0.12795277445858155,0.11818190130239259,0.2825720130981597,0.2771068895787645,0.05308144638516654
2009-06-30,0.172278859723892,-0.20161295950934166,0.019851369092503512,-0.07561017206536846,-0.05969687911303456,-0.048626947350120076,0.00019582726560996022
2009-07-31,0.12045455011786066,0.06734022936675088,0.10756902465949825,0.134762651413598,0.0014746043317439561,0.008243208034665717,0.07414172714778422
2009-08-31,0.1893171331114385,0.5772875405052842,0.015417053140964532,0.12445000058278577,0.01614066753268495,0.127225708525196,0.03356018886854417
2009-09-30,-0.03750491938645251,-0.03199983630797998,0.11416596203071316,0.008283583459295363,0.06629851977196499,0.023982822824706318,0.03572334572311964
2009-10-31,-0.1382981260753895,-0.15495895421082084,-0.0769188671801595,-0.04562911229928879,0.041682430256717806,-0.023421118294297605,-0.019762000526814205
2009-11-30,0.08710587632073574,0.004889684199306021,-0.0008669227195896578,0.017237496824985765,-0.01681199348613016,0.020735268382314542,0.05736406145372763
2009-12-31,-0.04861324042677362,-0.19221428585724254,-0.017446557325168643,-0.022593530136645334,-0.06618132024836931,-0.04350937284114753,0.028102588396886174
