Date,C,MS,GS,JPM,WFC,BAC
2005-12-31,-0.0004118673225051994,0.012671675498713286,-0.009693297414901325,0.0376466323656961,-0.00031858227845982245,0.005665886907299189
2006-01-31,-0.040181225991764324,0.08797141423228139,0.10809183702515268,0.01005649219069027,-0.007479893767870283,-0.04160399459678488
2006-02-28,0.006132690149914577,-0.02912990141165772,0.0002829412206271087,0.03496836418089799,0.03816268521714572,0.03662715482919521
2006-03-31,0.018546581203321644,0.0529667594792651,0.1109068964843507,0.012153686332998959,-0.00514035764407994,0.004189244331405995
2006-04-30,0.06855594088222428,0.027883014492364744,0.023340471006483954,0.09872721849779142,0.07546610845258339,0.09617978740281607
2006-05-31,-0.013012623571431736,-0.07278386310350493,-0.058269511978702226,-0.0603789850500529,-0.026317068570233304,-0.020391213724919255
2006-06-30,-0.02129850606350503,0.06021492988246657,-0.0034442671140305636,-0.015009442587607613,0.010697502984662544,-0.006198436209350233
2006-07-31,0.0012432848146435305,0.05651063100858189,0.017876306894174743,0.09505524137252963,0.07841354431845482,0.07130947552740174
2006-08-31,0.031905865891014074,-0.010677090288655378,-0.026841570577804785,0.000876566519170785,-0.031784200314897704,0.009648516039204358
2006-09-30,0.006484280021337829,0.10822334831913882,0.13804219711028032,0.028471904016841743,0.04115046607091144,0.040800563337995754
2006-10-31,0.009865504858490137,0.052066615462215804,0.12403914415888195,0.017466055817194626,0.003041028410494251,0.0056005100787897
2006-11-30,-0.0015970210186977418,-0.0035331405587919473,0.026397773267827107,-0.024452159788829864,-0.02138301281269983,0.010051142917739009
2006-12-31,0.12321042953726957,0.06919674811861354,0.023357763119787434,0.04364741724716459,0.0090803978748486,-0.008542178812856793
2007-01-31,-0.010233276768521482,0.020094829109279067,0.06603837700965198,0.06192625945419272,0.0180639768539812,-0.015171644628697134
2007-02-28,-0.0773036612842597,-0.09505956005365823,-0.049067134917925026,-0.030237275829671284,-0.03396412371963009,-0.022507170297898504
2007-03-31,0.019257213217219515,0.05125488410044987,0.024189169165935054,-0.02044940778104687,-0.007781089378068651,0.0037383461376667704
2007-04-30,0.044410087546340016,0.07025746418317103,0.05966885141323819,0.08453499824439437,0.04240468055819502,-0.002351992195721575
2007-05-31,0.026432557314388427,0.012260326253838105,0.055853051943437704,-0.00518251631806621,0.013446231970908329,0.007286417195927042
2007-06-30,-0.058726351401116594,-0.013640705740137427,-0.06095709317752229,-0.06521304967749664,-0.025491560571919814,-0.03589001071042963
2007-07-31,-0.09202533035539862,-0.0791942405742726,-0.1295111688615982,-0.08456322555198004,-0.03980669038822848,-0.030068130796211734
2007-08-31,0.01839466644298615,-0.023485366562900123,-0.0654667551299638,0.011588361254565971,0.09172523810334732,0.06874800374017154
2007-09-30,-0.004479404293104894,0.01010093531884304,0.23140769335854428,0.02920020724196748,-0.025177753396185998,0.004495407177524502
2007-10-31,-0.1022072785744138,0.07180776773509123,0.14563989015639023,0.0340857993575121,-0.04519936390180335,-0.03958601581701693
2007-11-30,-0.19487401430837425,-0.2161763201146547,-0.0858338641387838,-0.029362274350719253,-0.037400299203126264,-0.044532588989417476
2007-12-31,-0.11591624880966944,0.007397604379064671,-0.05113860496516087,-0.04318279902988709,-0.0690722236973581,-0.09258136380826276
2008-01-31,-0.032027995075515125,-0.0655468238718987,-0.07044314202693658,0.09544711965678632,0.1288505458631759,0.07004374191486451
2008-02-29,-0.15832441723449142,-0.14633184961470724,-0.14993735971508892,-0.1424048850269115,-0.1334961785952994,-0.09988715081039301
2008-03-31,-0.09658406982843393,0.08499585848621649,-0.024995593357589385,0.056580699767700526,-0.00444759687157481,-0.030041595051070624
2008-04-30,0.1797386848017195,0.0695206633315617,0.15923253174319374,0.11847225551125207,0.022336492252875928,-0.009759808534081094
2008-05-31,-0.12264538161917082,-0.08991767249200477,-0.07817338734076862,-0.09758603897469509,-0.06399805866163644,-0.09403342996642527
2008-06-30,-0.23435344488924115,-0.18449007170591492,-0.00855912230345679,-0.20209295186021525,-0.13855615987267778,-0.2843980760320538
2008-07-31,0.13445486635949488,0.10269755915634038,0.054304840743777394,0.19746511497694086,0.2745261644120405,0.3782987984457653
2008-08-31,0.016051310410877262,0.03419441696932424,-0.10905179817917765,-0.052670832716332217,0.010897430582906598,-0.053495456829972365
2008-09-30,0.08004217038095685,-0.4366886508519725,-0.21936958834861076,0.21330200656409626,0.23984136526422595,0.14644282982766255
2008-10-31,-0.3261192425156303,-0.23097092371254424,-0.2751389108516775,-0.10988682306043018,-0.09272575328133525,-0.30942844930669733
2008-11-30,-0.39267424173495924,-0.15569546525004818,-0.14605411571773663,-0.23248489912180348,-0.14324533933021066,-0.3276790933417546
2008-12-31,-0.19059098802396135,0.08745774417064966,0.06836307822731791,-0.0041060519952049734,0.02042257788318591,-0.1138045004024466
2009-01-31,-0.46967925900280194,0.27866704189622094,-0.04336985127994697,-0.1810595342622655,-0.3588876326021383,-0.5326703935911291
2009-02-28,-0.5774648958170412,-0.03410802064998064,0.13436419770378305,-0.10427309966597453,-0.34782177370594203,-0.3996960529128756
2009-03-31,0.6866675406509812,0.16530252612428575,0.16403185154361233,0.16323874040347475,0.1768597972644177,0.7313257501555228
2009-04-30,0.2055334293746971,0.04149040237426527,0.21203480809155373,0.24374532466369248,0.40519651191804895,0.3093840046100713
2009-05-31,0.2196719551266113,0.2825720130981597,0.12795277445858155,0.11818190130239259,0.2771068895787645,0.2620376698459508
2009-06-30,-0.20161295950934166,-0.05969687911303456,0.019851369092503512,-0.07561017206536846,-0.048626947350120076,0.172278859723892
2009-07-31,0.06734022936675088,0.0014746043317439561,0.10756902465949825,0.134762651413598,0.008243208034665717,0.12045455011786066
2009-08-31,0.5772875405052842,0.01614066753268495,0.015417053140964532,0.12445000058278577,0.127225708525196,0.1893171331114385
2009-09-30,-0.03199983630797998,0.06629851977196499,0.11416596203071316,0.008283583459295363,0.023982822824706318,-0.03750491938645251
2009-10-31,-0.15495895421082084,0.041682430256717806,-0.0769188671801595,-0.04562911229928879,-0.023421118294297605,-0.1382981260753895
2009-11-30,0.004889684199306021,-0.01681199348613016,-0.0008669227195896578,0.017237496824985765,0.020735268382314542,0.08710587632073574
2009-12-31,-0.19221428585724254,-0.06618132024836931,-0.017446557325168643,-0.022593530136645334,-0.04350937284114753,-0.04861324042677362
