Date,C,MS,GS,JPM,WFC,BAC
2003-02-28,-0.029403692688420024,-0.02770462448081501,0.01982384842695173,-0.028277596967492435,-0.036497104998055474,-0.011563092761178173
2003-03-31,0.03329302701781245,0.040705830837957535,-0.019726619226855258,0.045414314509217624,-0.007938600389838846,-0.02549747881773068
2003-04-30,0.13933324870694452,0.17324503139034508,0.1165970878890239,0.2554916471360693,0.07268321182318194,0.10787005682773243
2003-05-31,0.05044818313292532,0.022346822452886883,0.0737811131071957,0.11959162129068734,0.007072179139995027,0.002025218438248544
2003-06-30,0.043393216487907615,-0.06557450654872965,0.02760759131125523,0.0401704255124713,0.04347837678218669,0.07417473143985776
2003-07-31,0.05489178734530964,0.11512102108466693,0.04353303777701023,0.035756154687504926,0.0025798174263398366,0.044793408596317974
2003-08-31,-0.03236576873026242,0.028457440779076082,0.015492081894491916,-0.023680261268675062,0.0013368129402642204,-0.04020863090367255
2003-09-30,0.04982675221475463,0.03422868190427586,-0.05187031093269512,0.003214139276037642,0.027124084037006613,-0.005248787400750188
2003-10-31,0.049246527597618606,0.09204691904189355,0.12243448230500187,0.05587959328693515,0.09359219775491989,-0.02960058255249365
2003-11-30,-0.007805985258789283,0.007471725449565092,0.023215978085626032,-0.013927300140172072,0.026183967918542495,-0.0039612089209886125
2003-12-31,0.032107214087532254,0.04685230812956864,0.02758134686354663,0.037570630541994054,0.0272105814607575,0.0775390675527925
2004-01-31,0.027715360523286714,0.010247447058289616,0.01081571756153199,0.06870015401605167,-0.025131730048063683,0.012805948846966952
2004-02-29,0.015764211498310532,0.02662754762998243,0.06348529819387494,0.05476962768788818,0.006771519076262056,0.005646964957127354
2004-03-31,0.02865040856105283,-0.04116470243889325,-0.014356572197121609,0.02267211803591107,-0.011856988343332153,-0.0017947293607674109
2004-04-30,-0.06207915204308767,-0.09916253604410175,-0.07054974638819844,-0.09642503322321772,-0.003705733658619481,-0.006050799215070124
2004-05-31,-0.03451832616422934,0.0412533582049428,-0.029353904432695477,-0.020213219238708113,0.049725301342993244,0.03279859007905128
2004-06-30,0.0015077182305005543,-0.013828630937069986,0.002662207577470266,0.052389067564135194,-0.026700754472906096,0.02782587652831503
2004-07-31,-0.04315115819065929,-0.06058217747595318,-0.06072725856187777,-0.028623329936358632,0.00314514628764595,0.004608623003904189
2004-08-31,0.0564756465777998,0.028380577582386435,0.016555641167075974,0.06027287086359867,0.0319590023035341,0.05822881563051574
2004-09-30,-0.05281237214054679,-0.028188673271167697,0.040044326694026244,0.0037897710120922135,0.01497910062767649,-0.026948342690670923
2004-10-31,0.01490323888007028,0.0415663148798564,0.05799101778058291,-0.020183960921946742,0.0015088778240661682,0.03369514749224334
2004-11-30,0.008564204803040543,-0.006654398034200648,0.06485005090834361,-0.024611158671788425,0.04269620946481467,0.03304259232127582
2004-12-31,0.07664781405956345,0.0939899935238695,-0.006872058362689781,0.03612196664286893,0.006151818421038513,0.025534937264831914
2005-01-31,0.01805736367209887,0.01285660549931733,0.03913246900956424,-0.034681927089969755,-0.013676539888547556,-0.013194619549818154
2005-02-28,-0.018421709340766923,0.009113878159151101,0.008808484075244705,-0.020895010345249432,-0.02373885789988539,0.006038383678332648
2005-03-31,-0.05825644074559033,0.01381280354102632,0.010937585884614354,-0.05335146307780303,0.007072945324175572,-0.045539350481863416
2005-04-30,0.05481301837951835,-0.07631868512420314,-0.026778855351297648,0.036006819328444406,0.002341541987427309,0.021315591156107372
2005-05-31,0.0031944604380143016,-0.06955546938105073,-0.08699273860065926,0.0073260391133826985,0.015929228877564983,0.028418931511943857
2005-06-30,-0.018679715389738893,0.07169164096559122,0.0463586800858784,-0.012027967439200982,0.019367963682016764,-0.005667948041785387
2005-07-31,-0.049632410972163976,0.016181784637222307,0.055957068728422765,0.0045740504246643,-0.003897935501581462,-0.04406945616009206
2005-08-31,0.006207167131546898,-0.041093929861104606,0.034425498560541445,-0.035572008602452354,-0.019781759213930994,-0.0014894903410859195
2005-09-30,0.03998143860638703,0.060349953226682684,0.09354214332392785,0.001180267331938989,-0.017611503701647546,-0.021613109069675063
2005-10-31,0.005711825521131475,0.013874501821777407,0.04154617127735305,0.09014465640791802,0.027829469758857694,0.038955112954385474
2005-11-30,0.07085055024439524,0.02977397012487204,0.02049539080442342,0.044510940484728145,0.053164792585049137,0.060488522249670496
