group,mean_return_pre,mean_return_crisis,vol_pre,vol_crisis,ann_vol_pre,ann_vol_crisis
HighExposure,0.019577183612365514,-0.017198023335559236,0.04029142759871704,0.12905285923693272,0.1395735994209216,0.44705221812080387
LowExposure,0.015006781831962208,0.0015935934627756524,0.03467163893182244,0.15353827177107726,0.12010608042319917,0.5318721752276482
