Ticker,mean_return_pre,vol_pre,beta_pre,mean_return_crisis,vol_crisis,beta_crisis,mean_return_full,vol_full,beta_full,max_drawdown_full,ann_vol_pre,ann_vol_crisis,ann_vol_full
C,0.014125552881778258,0.04364640253287723,0.7750749312063698,-0.043245655603441006,0.2409363368359313,2.872372000604858,-0.010758344774461423,0.16329270588988515,2.5310432019516536,-0.9702169881850862,0.15119557350909257,0.8346279535787237,0.5656625262133654
MS,0.019403169477849876,0.05562117940145213,1.349487729297831,-0.011064655707287669,0.13540141174627826,1.2674866576061974,0.0061882091565854,0.09895235117503456,1.3047413109650017,-0.7827270338083923,0.19267741740043712,0.46904424912221465,0.3427809995271155
GS,0.02520282847746842,0.05261728236387647,1.1721692590325825,0.0027162413040509696,0.11798242090976992,1.3989116031935964,0.015449609944419887,0.08729381939867209,1.3600557960926134,-0.6786359757036815,0.18227161282086377,0.40870309483139633,0.30239466077048344
JPM,0.020049055943531704,0.056288359278639045,1.3351775143300777,0.004553167804323077,0.11517377548737644,1.147181723682497,0.013327947834959285,0.08659658571441754,1.1744294653191196,-0.5325917033337106,0.19498859629058773,0.39897366168733384,0.2999793724387288
WFC,0.011850111844058885,0.030673196274785836,0.5117452150638384,0.006089885405840449,0.1499098965288804,1.3944721299303589,0.009351700376879803,0.10063878070181864,1.2042014050706915,-0.6683533854504545,0.10625506875692296,0.5193031146908282,0.3486229627746642
BAC,0.013121177708296038,0.03627590583595734,0.49889483814541175,-0.005862272821836566,0.22430557527299416,2.5832768681127103,0.004887391936190327,0.14934141423763223,2.17024599259155,-0.9166748748199072,0.12566342399692493,0.7770173055875822,0.5173338342675382
